ID;Name;Latitude / Longitude;Adresse;Storetype;;;
1354716663;Werstener Reformhaus;6.819458/51.186707;Kˆlner Landstraﬂe 206;department_store;;;
3363941570;Internetcafe Auszeit;6.782368/51.203079;None None;mobile_phone;;;
4796169239;Shell;6.894095/51.149487;Frankfurter Straﬂe 197;convenience;;;
6335662159;Orsay;6.774655/51.208260;None None;clothes;;;
3638793208;B¸sch;6.816470/51.196127;Harffstraﬂe 53;bakery;;;
1354716671;Zauberhaft;6.819403/51.186836;Kˆlner Landstraﬂe 202;stationery;;;
1700726207;Musikhaus Jˆrgensen;6.781586/51.218461;Berliner Allee 67;musical_instrument;;;
3364446207;dasRegal;6.784666/51.204252;Auf'm Hennekamp 38;furniture;;;
4377507999;"Chocolaterie ""Pure Freude""";6.773977/51.221978;Hohe Straﬂe 19;confectionery;;;
1354795109;Blumen Prickler;6.832682/51.193930;None None;florist;;;
1700751041;None;6.808200/51.208947;None None;kiosk;;;
4377515895;Bonnie Boutique;6.774316/51.222394;Hohe Straﬂe 12;clothes;;;
4796243615;Aral;6.904833/51.138200;Frankfurter Straﬂe 323;convenience;;;
3638793211;Kiosk - Post/DHL;6.816370/51.196181;None None;kiosk;;;
6335662160;Thalia;6.772883/51.208352;None None;books;;;
3368683004;Kamps;6.769805/51.274887;None None;bakery;;;
6335662161;Hunkemˆller;6.775499/51.208495;None None;clothes;;;
1354795113;None;6.832912/51.194622;None None;florist;;;
4796294796;expert Media-Park;6.912182/51.130336;Goslarer Straﬂe 4a;electronics;;;
1701161045;Vodafone;6.796981/51.211571;None None;mobile_phone;;;
3371451784;Dae Yang Asiatische Lebensmittel;6.786714/51.224021;Immermannstraﬂe 21;convenience;;;
3641444683;ALDI S¸d;6.807727/51.173575;Ickerswarder Straﬂe 172;supermarket;;;
4377516096;Casa Ambiente;6.774341/51.222013;Hohe Straﬂe 18;furniture;;;
1354795122;Galerie Ludwig I;6.833628/51.194756;Ludwigstraﬂe 1;art;;;
4796294799;Pneumobil;6.911994/51.130436;Goslarer Straﬂe 4;car;;;
1702690449;Oebel;6.764892/51.205936;Fleher Straﬂe 1;bakery;;;
3644686691;Umsonstladen D¸sseldorf;6.808686/51.211725;Heerstraﬂe 23;fabric;;;
6339135024;H&M;6.764574/51.277854;None None;clothes;;;
3371451785;Shochiku;6.786320/51.224216;Immermannstraﬂe 15;supermarket;;;
4379262289;Gut & Gerne (Chocolaterie);6.772100/51.226360;Burgplatz 5;confectionery;;;
1354795138;None;6.832853/51.194097;None None;vacant;;;
4796294800;Auto Hollstein;6.911909/51.130792;Goslarer Straﬂe 2;car_repair;;;
6343589944;Object Carpet Showroom D¸sseldorf;6.755738/51.214936;Zollhof 4;carpet;;;
1703359514;Jimmy¬¥s Carport;6.792686/51.233472;D¸sselthaler Straﬂe 41;car_repair;;;
3371463573;Bookstore Nippon;6.790279/51.222298;Immermannstraﬂe 53;books;;;
4379623390;B‰renland (Fruchtgummies);6.772340/51.224250;Berger Straﬂe 25;confectionery;;;
4796433491;ALDI Derendorf;6.785455/51.244229;M¸nsterstraﬂe 62;supermarket;;;
1354795146;None;6.835923/51.194335;None None;kiosk;;;
3647940345;Trinkgut;6.872484/51.168320;Bayreuther Straﬂe 22;beverages;;;
1709298553;None;6.765962/51.201619;None None;convenience;;;
4379643189;Bˆrgermann;6.772251/51.224563;Berger Straﬂe 15;department_store;;;
1709326904;None;6.777016/51.217343;Luisenstraﬂe 1a;florist;;;
3371463574;Japanische B‰ckerei Taka;6.789445/51.223333;Immermannstraﬂe 36;bakery;;;
3649280580;B‰derhaus Briel;6.834834/51.195999;Werstener Feld 236;yes;;;
4796435174;trinkgut;6.791797/51.241201;Tuﬂmannstraﬂe 74;beverages;;;
6343589945;Reuter.de;6.755781/51.215234;Zollhof 3;furniture;;;
4796439471;Hillebrand;6.780446/51.238288;Parkstraﬂe 8;wine;;;
1354795152;Richert;6.835968/51.196604;None None;hardware;;;
4379647789;Schee;6.772519/51.224385;Berger Straﬂe 18;furniture;;;
6358882184;G.F.T Hypermarket;6.780080/51.204674;Brunnenstraﬂe 69;supermarket;;;
1716487116;Luftebon Kindermoden;6.750623/51.229923;None None;clothes;;;
1354796729;None;6.835660/51.195919;None None;hairdresser;;;
3371463576;Hanaro Markt;6.788943/51.222187;Immermannstraﬂe 45c;supermarket;;;
3662011771;Ringeltaube;6.781150/51.284484;Frachtstraﬂe 27;supermarket;;;
1354802472;Sonnenstudio;6.814647/51.190859;None None;yes;;;
4379699590;Whitewall;6.780519/51.221106;Gr¸nstraﬂe 15;photo;;;
4796447434;Haarschneiderei;6.777377/51.239136;Kaiserswerther Straﬂe 41;hairdresser;;;
6359027317;Barrique D¸sseldorf;6.782165/51.240489;Bl¸cherstraﬂe 1a;wine;;;
3373028155;Pressefoto.com;6.714664/51.230538;Heesenstraﬂe 17;photo;;;
3673310750;VU Nails Studio;6.788898/51.226139;None None;beauty;;;
1716487117;Haar-Oase Gutzeit;6.750803/51.230125;Sonderburgstraﬂe 2;hairdresser;;;
4796452450;Swiss Sense;6.781771/51.220852;Berliner Allee 45;bed;;;
1356359977;Kiosk Eis-Kaffee;6.814534/51.192011;None None;kiosk;;;
4381200776;Cordewener;6.783654/51.226187;Berliner Allee 2;shoes;;;
6359236581;W‰scherei am F¸rstenplatz;6.786796/51.212337;None None;laundry;;;
3676070825;Lou Saddlery - Ledermanufaktur;6.815425/51.228665;Flurstraﬂe 46;leather;;;
1716487125;Schwab;6.751274/51.230656;None None;jewelry;;;
3385733276;Markus Mˆﬂmer;6.756568/51.199641;Am S¸dfriedhof 11;yes;;;
1356390078;Autohaus S¸per;6.825392/51.180635;Kˆlner Landstraﬂe 343;car;;;
1717539701;Billy Thanner;6.751415/51.230317;None None;art;;;
4381200778;Leonidas;6.780128/51.238656;Nordstraﬂe 69;chocolate;;;
6387819093;Globales Sein;6.775806/51.229749;M¸hlengasse 10;world_crafts;;;
3676766955;Tappert's;6.737702/51.301096;Kaiserswerther Markt 61;kiosk;;;
4796453523;Kiosk;6.779282/51.219416;Kˆnigsallee 96;newsagent;;;
3389055205;Eier Automat;6.726367/51.330884;Bockumer Straﬂe 326;farm;;;
4381200780;None;6.783946/51.225839;None None;vacant;;;
4796460603;LIDL D¸sseltal;6.796691/51.247296;Buscherstraﬂe 5a;supermarket;;;
6392045414;Barmar;6.795788/51.223418;Worringer Straﬂe 104;travel_agency;;;
1357435733;Anaya;6.858293/51.178710;Henkelstraﬂe 296;boutique;;;
1717544588;Mae's;6.751821/51.230408;None None;clothes;;;
3677348710;None;6.739436/51.301228;Klemensplatz 9;florist;;;
3390693849;Peek & Cloppenburg;6.782204/51.225953;Berliner Allee 1;clothes;;;
4381200788;Essanelle;6.787082/51.226518;Schadowstraﬂe 93;hairdresser;;;
1357435744;Intern-Verkauf-Henkel;6.839742/51.171184;Niederheider Straﬂe 3;yes;;;
4796530127;ALDI D¸sseltal;6.797655/51.237533;Ahnfeldstraﬂe 2;supermarket;;;
1717639372;Michael Lohoff Inneneinrichtungen;6.751552/51.230477;None None;furniture;;;
3677348724;Rheinbahn Kiosk;6.739413/51.301137;Klemensplatz 9;kiosk;;;
6400483285;Yavana;6.778727/51.206576;Brunnenstraﬂe 32;clothes;;;
3390747182;Mercedes Benz;6.693809/51.225476;Leuschstraﬂe 10;car;;;
4382648627;Boomerang Reisen;6.777617/51.218269;Adersstraﬂe 4-6;travel_agency;;;
4796532665;LIDL Flingern-Nord;6.820550/51.229589;Bruchstraﬂe 94a;supermarket;;;
1357455186;An- und Verkauf;6.829874/51.177415;None None;department_store;;;
1717688561;Frenzel;6.755498/51.229294;None None;beverages;;;
6400541902;Sockstock;6.796227/51.228408;Worringer Straﬂe 19;clothes;;;
1357455187;None;6.827376/51.179189;None None;vacant;;;
1717688565;Wein Weuste;6.755109/51.229155;None None;wine;;;
3678040018;Silka's Salon;6.722199/51.243267;Kaarster Weg 4;hairdresser;;;
3691859374;Apfelparadies Wittlaer;6.740504/51.346503;Duisburger Landstraﬂe 333a;farm;;;
4383448633;G u. B Kfz- Technik GmbH;6.788102/51.249253;Spichernstraﬂe 44-48;car_repair;;;
4796533219;Aldi;6.818363/51.227007;Gauﬂstraﬂe 24;supermarket;;;
3409365824;Frisˆr Klier;6.790926/51.250149;None None;hairdresser;;;
4383448634;Manufactum - Brot&Butter;6.780467/51.223141;Steinstraﬂe 4;bakery;;;
3409365872;None;6.790927/51.250296;None None;kiosk;;;
1357455188;Beauty & Nails;6.828849/51.178076;None None;hairdresser;;;
1717731674;Muschiol;6.755066/51.231355;None None;optician;;;
4796544970;ALDI Flingern-S¸d;6.800655/51.225510;Krahestraﬂe 1;supermarket;;;
1357455189;Beauty Team;6.835181/51.174964;Bonner Straﬂe 21;beauty;;;
1717731677;Parf¸merie Becker;6.754884/51.231351;None None;beauty;;;
3701583450;Hunkemˆller;6.784930/51.227210;Schadowstraﬂe 56-58;clothes;;;
4383449128;C. Wirschke;6.780038/51.223146;Steinstraﬂe 4;clothes;;;
3409366062;karnevalswierts;6.790407/51.250060;None None;clothes;;;
4796565984;Creativ-Discount;6.816794/51.226541;Hoffeldstraﬂe 104;artist;;;
6404141387;Pure Note;6.778644/51.206622;Brunnenstraﬂe 30;convenience;;;
6416885317;Fortuna D¸sseldorf Fanshop;6.828796/51.225736;Flinger Broich 87;clothes;;;
1718102874;Trotzhof - Fam. Roﬂkothen;6.873067/51.246776;None None;farm;;;
4383449129;Wirnshofer;6.792118/51.233380;D¸sselthaler Straﬂe 31b;jewelry;;;
3411235472;Bakery My Heart;6.785799/51.223959;Marienstraﬂe 26;bakery;;;
3701934766;Abercrombie & Fitch;6.778220/51.225104;Kˆnigsallee 17;clothes;;;
4796568486;Autohaus Pagalies GmbH;6.805609/51.221162;Albertstraﬂe 40;car;;;
1357455190;Haarmoden van der Gathen;6.826826/51.179761;None None;hairdresser;;;
6416885319;Fortuna D¸sseldorf Fanshop;6.771596/51.226692;Burgplatz 2;clothes;;;
1357455192;Deluxe SHR;6.827929/51.178786;None None;beauty;;;
1722770899;Bagstage GmbH - Die Tragetaschen Company;6.814684/51.212911;Ronsdorfer Straﬂe 143;convenience;;;
4392387580;B‰ckerei Schneider;6.766280/51.211185;None None;bakery;;;
3415130745;Pearlingo;6.765163/51.211176;Bilker Allee 25;clothes;;;
3701934767;Herm√®s;6.778318/51.224235;Kˆnigsallee 27;clothes;;;
6416885321;Fortuna D¸sseldorf Fanshop;6.734627/51.261524;None None;clothes;;;
1357455206;None;6.827864/51.178833;None None;vacant;;;
4796571963;ALDI Flingern-S¸d;6.816783/51.218991;Erkrather Straﬂe 248;supermarket;;;
1725356006;Oehme;6.777117/51.218482;Friedrichstraﬂe 2;bakery;;;
4403480638;Britische Biere am Volksgarten;6.799215/51.209461;Emmastraﬂe 25;beverages;;;
6419502190;Polo Motorrad Store;6.837859/51.164811;Am Trippelsberg 92;clothes;;;
3415938005;None;6.816059/51.191098;Kˆlner Landstraﬂe 126;vacant;;;
4796573969;Elektro Holzleitner;6.819352/51.218583;Ronsdorfer Straﬂe 55;electronics;;;
1357455246;Willems Hair&Style;6.835121/51.175007;None None;hairdresser;;;
1732940647;Back-Kˆnig;6.805706/51.221902;None None;bakery;;;
3706236997;PC Store and More;6.792967/51.223317;Kurf¸rstenstraﬂe 39-41;computer;;;
1357467048;None;6.820742/51.184081;Kˆlner Landstraﬂe 263;vacant;;;
3717655109;Atelier MALsehEN;6.745680/51.277254;None None;art;;;
4403810760;Kamps;6.776689/51.217399;None None;bakery;;;
4796595167;KFZ-Meisterbetrieb Fuchs;6.746346/51.212677;Holzstraﬂe 10;car_repair;;;
6426726720;Orientalische B‰ckerei;6.799617/51.220415;None None;bakery;;;
481083604;MALU;6.772855/51.225223;Flinger Straﬂe 6;boutique;;;
482898633;None;6.898184/51.143827;None None;bakery;;;
2661377981;Baby-Walz;6.780111/51.226295;Schadowplatz 3-5;baby_goods;;;
6430110713;Dior;6.779599/51.224426;Kˆnigsallee 30;clothes;;;
2661377982;Basler Fashion;6.780324/51.226197;Schadowplatz 7;clothes;;;
482898721;None;6.898311/51.144036;None None;clothes;;;
6433019649;Mondschnuppe;6.778914/51.239574;Schwerinstraﬂe 19;toys;;;
2661377983;Bogner Sportmoden;6.779617/51.226039;Kˆnigsallee 6;sports;;;
483089160;Kodi;6.872308/51.163734;Sistenichstraﬂe 4;houseware;;;
2661377984;Harry Winston;6.779606/51.225788;Kˆnigsallee 12;jewelry;;;
6434152080;fahrrad.de;6.819848/51.218354;Ronsdorfer Straﬂe 55;bicycle;;;
483098497;Schuhmacher Pans;6.873651/51.165049;Bˆrchemstraﬂe 36;shoes;;;
2661377990;Ludwig Reiter;6.779605/51.225869;Kˆnigsallee 10;shoes;;;
486421933;fine art;6.779415/51.218773;Kˆnigsallee 98a;jewelry;;;
6434457133;Food Plus;6.839448/51.208834;Schlesische Straﬂe 101;convenience;;;
6436001956;Das Grillfachgesch‰ft;6.708124/51.227387;Wiesenstraﬂe 51;bbq;;;
2661377991;Max Mara Shop;6.779626/51.226253;Kˆnigsallee 4;clothes;;;
489820229;Aldi;6.779201/51.217962;Kˆnigsallee 106;supermarket;;;
2661378002;Calvin Klein;6.779604/51.225685;Kˆnigsallee 14;clothes;;;
6441558239;Computer-Technik Isgen;6.801486/51.239016;Weseler Straﬂe 61;computer;;;
495101971;Sport Tiedje;6.796445/51.227386;Worringer Straﬂe 35;sports;;;
2673254634;Ernsting's family;6.804188/51.215152;None None;clothes;;;
6441558240;Haarmonie Hundesalon am Zoo;6.801184/51.239185;Weseler Straﬂe 57;pet_grooming;;;
497323059;Trinkhalle April;6.781466/51.251079;Ulmenstraﬂe 126;kiosk;;;
6442500396;Lidl;6.847309/51.229453;Dreherstraﬂe 175;supermarket;;;
2673257196;Kik;6.804933/51.214940;None None;clothes;;;
497323409;Handy Cafe;6.782001/51.249701;Ulmenstraﬂe 114;kiosk;;;
6447491428;Bike Clinic;6.748711/51.232552;None None;bicycle;;;
2673257586;Kodi;6.804520/51.214793;None None;chemist;;;
6464063562;Metzgerei S¸rth;6.818054/51.228815;Bruchstraﬂe 51;butcher;;;
497323748;Blumen Arabella;6.780408/51.249928;Frankenstraﬂe 24;florist;;;
2673280496;Mage Store;6.783238/51.218671;Graf-Adolf-Straﬂe 41;toys;;;
6483927394;Haarwerk Eller;6.842251/51.199569;Alt-Eller 7;hairdresser;;;
6483944350;Beaute del la Mer;6.810338/51.229694;Dorotheenstraﬂe 40;beauty;;;
498725053;Toom;6.776758/51.262391;Ulmenstraﬂe 303;doityourself;;;
2673946339;Schumann Optik;6.776522/51.225725;Heinrich-Heine-Allee 43;optician;;;
498725054;Trinkgut;6.779326/51.262741;None None;beverages;;;
2680502312;Ibero International;6.788047/51.223415;Immermannstraﬂe 33;travel_agency;;;
6497813483;Altstadt-Reinigung;6.774324/51.222603;None None;dry_cleaning;;;
498725059;Autohaus Slagmann;6.778162/51.259867;None None;car_repair;;;
498725062;None;6.777214/51.261822;None None;bakery;;;
2681678353;First Reiseb¸ro;6.780270/51.219089;Graf-Adolf-Straﬂe 16;travel_agency;;;
6502229060;711rent;6.790091/51.209673;Ringelsweide 28b;equipment_rental;;;
2691437694;Terbuyken;6.794184/51.236266;Tuﬂmannstraﬂe 1;bakery;;;
520209437;Trinkhalle am Zoo;6.803483/51.238769;None None;kiosk;;;
6502273572;Heinrich Schmidt GmbH & Co. KG;6.789607/51.209827;Ringelsweide 28;bathroom_furnishing;;;
6531628275;None;6.752745/51.238393;None None;kiosk;;;
520246646;Haarsalon Bill;6.803439/51.238408;None None;hairdresser;;;
2708625846;Telekom;6.782897/51.226257;Schadowstraﬂe 39;mobile_phone;;;
520246652;N‰hstube am Zoo;6.803375/51.238326;None None;tailor;;;
2708625878;Schuhaus Bˆhmer;6.783055/51.226317;Schadowstraﬂe 41;shoes;;;
6532884749;Salon Vicky;6.822917/51.264074;None None;hairdresser;;;
6542850395;P√¢tisserie;6.782607/51.219156;None None;pastry;;;
524174851;Creazione Clemente - Hair and Make-Up;6.801523/51.245480;Brehmstraﬂe 56;hairdresser;;;
2709233274;F√úR UNS SHOP;6.763776/51.274347;None None;electronics;;;
2716608621;HˆrbuchHandlung Romeike;6.781370/51.240199;Nordstraﬂe 110;books;;;
6550210375;Klemendi;6.819553/51.263586;None None;convenience;;;
527991449;Edeka;6.867692/51.149121;T¸binger Straﬂe 2;supermarket;;;
531309162;Fischer Uhren Schmuck;6.776443/51.207522;Aachener Straﬂe 3;watches;;;
6550210376;G¸ney's Barber Shop;6.819691/51.263605;None None;hairdresser;;;
6550893487;Oehme Brot & Kuchen;6.782312/51.218666;None None;bakery;;;
531309164;None;6.776383/51.207463;None None;kiosk;;;
2719047545;Details;6.773097/51.224268;Wallstraﬂe 9;boutique;;;
6551439925;Post am Wehrhahn;6.789351/51.227952;Am Wehrhahn 21;tobacco;;;
2719158086;Uniqlo;6.781155/51.226042;Schadowplatz 20/22;clothes;;;
533965096;OBI;6.797722/51.277333;Franz-Rennefeld-Weg 8;doityourself;;;
900935150;TEDi;6.818215/51.187854;Kˆlner Landstraﬂe 189;variety_store;;;
1357467049;Metzgerei U. Gˆrsmeyer;6.820555/51.184359;Kˆlner Landstraﬂe 257;butcher;;;
247699739;Stadtb‰ckerei;6.820632/51.184249;Kˆlner Landstraﬂe 259;bakery;;;
5290384277;Pinky Nails;6.806974/51.229584;Ackerstraﬂe 159;beauty;;;
904317886;None;6.859277/51.187066;Further Straﬂe 87;tailor;;;
247699741;HoRo Lotto-Toto & Hermes-Paketshop;6.820783/51.184008;Kˆlner Landstraﬂe 263;kiosk;;;
1357467052;Flugbˆrse;6.818824/51.186865;Kˆlner Landstraﬂe 203;travel_agency;;;
5290384279;Reichardt & Wahle GmbH;6.806522/51.230061;None None;car;;;
908330414;Salon Potettu;6.834854/51.197678;None None;hairdresser;;;
1357467053;Ihr Friseur;6.821498/51.183584;None None;hairdresser;;;
5290384280;Unterhaltung Lieblingsst¸cke;6.807381/51.229738;None None;clothes;;;
247700599;Deichmann;6.806942/51.212738;None None;shoes;;;
908645392;H¸ttemann Holzfachzentrum GmbH;6.813212/51.210175;None None;doityourself;;;
910650837;Fahrradgesch‰ft Zwiorek;6.817981/51.189255;None None;bicycle;;;
1357467054;Schreibwaren Keller & UPS Paketshop;6.820686/51.184142;Kˆlner Landstraﬂe 261;stationery;;;
248824821;EDEKA Rath;6.907350/51.131851;Carlo-Schmid-Straﬂe 1;supermarket;;;
911836740;Gut zum Fuﬂ;6.827883/51.178811;None None;yes;;;
1357467056;Optik M¸cher;6.819572/51.186532;Kˆlner Landstraﬂe 208;optician;;;
249845420;None;6.848574/51.217540;None None;kiosk;;;
5290384281;LFDY;6.806948/51.229826;None None;clothes;;;
5290443046;Elementarteilchen;6.804672/51.228915;None None;clothes;;;
911977344;K. Castillon Automobile;6.831820/51.178421;H¸gelstraﬂe 41;car;;;
1357467080;Fresh Cut;6.819540/51.186580;Kˆlner Landstraﬂe 208;hairdresser;;;
249858574;None;6.830616/51.208235;Schlesische Straﬂe 2a;kiosk;;;
1357467082;Orchidee Nails;6.819506/51.186622;None None;yes;;;
5290443047;Umi's Happy Kidz;6.805258/51.229329;None None;clothes;;;
911977396;Trinkhalle;6.831189/51.179484;None None;kiosk;;;
250069402;None;6.791640/51.215215;None None;kiosk;;;
1357467083;Orchidee Mails;6.819477/51.186668;Kˆlner Landstraﬂe 206;florist;;;
5290443048;AS Hydroplant;6.805317/51.229346;Ackerstraﬂe 124;florist;;;
911977435;Trinkhalle;6.831978/51.178109;None None;kiosk;;;
250069412;None;6.791930/51.215344;None None;kiosk;;;
5292142852;Terbuyken;6.801551/51.230777;Grafenberger Allee 68;bakery;;;
913722424;None;6.875679/51.179324;Am Schˆnenkamp 148;florist;;;
1357467084;Hairdesign by Atila;6.820386/51.184669;Kˆlner Landstraﬂe 251;hairdresser;;;
250069414;None;6.793251/51.215055;None None;kiosk;;;
1357489726;A.T.S. Autohaus;6.824291/51.181957;None None;car;;;
250069417;None;6.793264/51.217124;None None;kiosk;;;
5297197962;Agnes Klessa;6.740227/51.236702;None None;dry_cleaning;;;
1357489727;Autoteile Wersten;6.820184/51.185694;None None;car;;;
5299964792;Sundermann & Palm GmbH & Co.KG;6.808732/51.230272;Ackerstraﬂe 195;paint;;;
913788325;Oebel;6.865931/51.181572;None None;bakery;;;
250069429;None;6.797282/51.213656;None None;kiosk;;;
935548804;Valentina;6.827304/51.199516;None None;dry_cleaning;;;
5299964793;Supreme Graffiti;6.808684/51.230051;Ackerstraﬂe 191;paint;;;
1357489732;Blume;6.822557/51.184087;None None;florist;;;
250084764;Netto Oberbilk;6.799167/51.210454;Oberbilker Allee 201;supermarket;;;
936540930;Detail;6.783533/51.238481;None None;jewelry;;;
1357489734;None;6.819921/51.185349;None None;vacant;;;
250219770;None;6.806139/51.220290;None None;yes;;;
5299964794;Druckbar;6.808654/51.230088;Ackerstraﬂe 191;printing;;;
954245643;MSD Computersysteme;6.763177/51.208876;Martinstraﬂe 47-55;computer;;;
1357489736;Handy & PC Welt;6.822227/51.183444;Kˆlner Landstraﬂe 270;mobile_phone;;;
250229217;Express-Reinigung;6.801852/51.227576;None None;dry_cleaning;;;
5299964795;Archefilio;6.808562/51.230195;Ackerstraﬂe 191;furniture;;;
963659092;Netto Marken-Discount;6.766207/51.213918;Lorettostraﬂe 26;supermarket;;;
250230681;Kiosk;6.808492/51.223477;None None;convenience;;;
1357489738;Fortuna;6.827777/51.179426;None None;greengrocer;;;
5300202465;Moto Pabst D¸sseldorf;6.813892/51.229055;Hoffeldstraﬂe 51;motorcycle;;;
250233253;None;6.803012/51.222742;None None;kiosk;;;
973861532;Rewe City;6.755243/51.231349;None None;supermarket;;;
1357489744;Kaffeemaschinenmeister;6.824390/51.181861;None None;yes;;;
979292555;None;6.785029/51.221174;Oststraﬂe 133;jewelry;;;
5300705729;Konplott;6.773064/51.225027;Flinger Straﬂe 9;jewelry;;;
251063838;Penny Markt;6.832371/51.206846;Reisholzer Straﬂe 48;supermarket;;;
5301816217;Die Tanzmaus;6.817893/51.187002;Kˆlner Landstraﬂe 197;retail;;;
1357489746;Ko;6.827860/51.179353;None None;bakery;;;
988125720;MSD Computersysteme GmbH;6.793055/51.226890;Kˆlner Straﬂe 31;computer;;;
251063851;Marketim Hipermarket;6.831083/51.207076;None None;supermarket;;;
1357489748;Lohnsteuerhilfe e.V.;6.823012/51.182871;None None;yes;;;
990319370;Autohaus Scholten;6.860146/51.165505;Kappeler Straﬂe 41-43;car;;;
5301816400;Trinkhalle;6.817154/51.182501;Dechenweg 2;kiosk;;;
253023789;Penny;6.806673/51.213024;Kˆlner Straﬂe 270;supermarket;;;
1357489752;Nadja Tour;6.827938/51.179287;None None;travel_agency;;;
5301828442;None;6.826937/51.186939;Werstener Feld 70;yes;;;
253029948;None;6.836059/51.197136;None None;kiosk;;;
990330308;Autohaus Ewald S¸per;6.857478/51.162215;None None;car;;;
1357489889;None;6.823257/51.182685;None None;kiosk;;;
1357489890;None;6.823197/51.182729;None None;yes;;;
5301828443;None;6.827008/51.186983;Werstener Feld 72;yes;;;
253164512;Say-An Demir-Market;6.861887/51.180501;None None;convenience;;;
999159579;Reiseb¸ro Neleﬂen;6.856504/51.177962;Henkelstraﬂe 272;travel_agency;;;
1357489902;None;6.821948/51.183668;None None;kiosk;;;
253335028;Busch;6.908063/51.132103;Carlo-Schmid-Straﬂe 2;bakery;;;
999903227;Lottoannahme Arabani Jalaie GbR;6.806774/51.212891;None None;convenience;;;
999903238;Lotto Tornow;6.802068/51.214648;Josefstraﬂe 25;convenience;;;
1357489903;None;6.821830/51.183749;None None;clothes;;;
5301830587;LIDL;6.830281/51.176368;Kˆlner Landstraﬂe 435;supermarket;;;
253335030;Lotto Toto Berressem;6.907874/51.131953;Carlo-Schmid-Straﬂe 2;newsagent;dry_cleaning;;
5301839153;ALDI Reisholz Nord;6.856339/51.181064;Reisholzer Bahnstraﬂe 29;supermarket;;;
1019880582;Pass;6.896140/51.143253;None None;bakery;;;
1740920016;Vinedo;6.768705/51.202437;Merkurstraﬂe 38;wine;;;
3423258966;Lommel;6.793338/51.203447;Bittweg 31;florist;;;
5947831411;Bride&Maids;6.782550/51.220697;Berliner Allee 42;clothes;;;
4405368489;Twins;6.802216/51.216292;Bogenstraﬂe 35;hairdresser;;;
5947836198;Jonas Clasen Art-Design-Schilder;6.785127/51.222853;Bismarckstraﬂe 27;yes;;;
1022430620;Kamps;6.737345/51.240882;None None;bakery;;;
1748377780;Herbertz Haarmoden;6.861930/51.237123;None None;hairdresser;;;
3424119675;Sack & Pack;6.777860/51.207466;Brunnenstraﬂe 6-8;outdoor;;;
4406157932;Super Cut;6.776671/51.216683;Friedrichstraﬂe 39;hairdresser;;;
1750886739;None;6.784138/51.238194;None None;laundry;;;
1023387477;mediTher;6.855853/51.162264;None None;massage;;;
4406157933;Hessnatur;6.773661/51.223848;Carlsplatz 21;clothes;;;
5947849579;The Vintage Store Mode 1930-1980;6.768569/51.210998;Bilker Allee 62;clothes;;;
1753750600;None;6.768602/51.210997;Bilker Allee 62;leather;;;
3424730793;Kouros Style;6.775619/51.240566;Klever Straﬂe 32;hairdresser;;;
1026970342;BMW Service;6.818018/51.233193;None None;car_repair;;;
4413436993;Christliche B¸cherstube;6.802292/51.227851;None None;books;;;
1754708276;None;6.788709/51.199170;None None;kiosk;;;
3426751024;Mulder Haushaltwaren;6.863310/51.225101;Hatzfeldstraﬂe 25;hardware;;;
5955577085;QVC Outlet Store D¸sseldorf;6.895893/51.142624;None None;convenience;;;
1026970365;BMW;6.818087/51.233914;None None;car;;;
3429776814;Cubiculum;6.778223/51.235427;Nordstraﬂe 2a;bed;;;
5955608585;fairhaus;6.895387/51.142860;None None;department_store;;;
1773767650;B‰ckerei Bernhard Schmalz;6.849904/51.238649;Benderstraﬂe 99;bakery;;;
4415422901;Kiosk;6.776542/51.226782;None None;kiosk;;;
1030108838;Penny;6.782641/51.200800;Himmelgeister Straﬂe 66;supermarket;;;
4434143090;None;6.777276/51.218279;None None;vacant;;;
5955615485;TEDi;6.895210/51.143102;None None;variety_store;;;
5955684985;Middelberg;6.897469/51.143448;None None;bakery;;;
1782742941;None;6.804862/51.227776;None None;kiosk;;;
3429776815;Calendula Naturkosmetik;6.778292/51.235574;Nordstraﬂe 2b;cosmetics;;;
1036399075;Benrather K¸chenstudio;6.852868/51.163453;Bonner Straﬂe 321;furniture;;;
1782743337;Lufti Schottke;6.805372/51.229103;None None;bicycle;;;
4434736492;penny;6.774138/51.271461;None None;supermarket;;;
5964369979;Click und Flieg;6.780713/51.273612;None None;travel_agency;;;
3429778635;Xenos;6.778677/51.235690;Nordstraﬂe 11;houseware;;;
5964416964;null:zwo:elf;6.781493/51.273468;None None;clothes;;;
1037243381;dm;6.839967/51.201040;Gumbertstraﬂe 147;chemist;;;
4437899263;Auto Hobby Mietwerkstatt Walter;6.871273/51.223172;Im Br¸hl 1-5;car_repair;;;
1782777919;Langbrett;6.803900/51.228702;Ackerstraﬂe 113;clothes;;;
3429778843;Soulgoods D¸sseldorf;6.778380/51.235749;Nordstraﬂe 6;clothes;;;
1043772919;Feinkost Urhan;6.833311/51.174594;Bonner Straﬂe 18a;deli;;;
3429785096;None;6.778725/51.235840;Nordstraﬂe 13;vacant;;;
4441855389;Zara;6.773876/51.225313;None None;clothes;;;
5991228695;WMF;6.785770/51.227486;Schadowstraﬂe 70;houseware;;;
1782788562;Headlounge;6.808668/51.227175;None None;hairdresser;;;
1043772935;Stadtb‰ckerei;6.833031/51.174822;Bonner Straﬂe 18a;bakery;;;
6003149690;Scheuvens;6.783113/51.203225;None None;funeral_directors;;;
